Certificate of Inspection,Inspection Number,Date of Occurance,Year (added),Business Unique ID,Business Name,DBA Trade Name,Business Category,Inspection type,Device Category,Device Class,Device Type,Devices Inspected,Devices Approved,Devices Condemned/Confiscated,Confiscated,Address Type,Building Number,Street Name,Street Name 2,Unit Type,Unit,City,State,Postcode,Borough,Community Board,Council District,BIN,BBL,NTA,Latitude,Longitude
A0176330,INS-000758665,07/02/2024,2024,BA-1563369-2022,TUN TUN AUTO SERVICES CORP,,Gas Station-Retail - 815,WAM - Petroleum,Gas Station,Gas Pumps,Octane Sample,2,0,2,Confiscated,Complete Address,3740,BROADWAY,,,,NEW YORK,NY,10032,Manhattan,112,10,1062677,1021140001,MN36,40.83312808,-73.94554924
A0185317,INS-000777775,08/28/2024,2024,BA-1332368-2022,LINDENWOOD FUEL SERVICES INC.,CITGO,Gas Station-Retail - 815,WAM - Petroleum,Gas Station,Gas Pumps,Octane Sample,2,0,2,Confiscated,Complete Address,9102,S CONDUIT AVE,,,,HOWARD BEACH,NY,11414,Queens,410,32,4442266,4114210100,QN57,40.66845022,-73.84273926
A0176225,INS-000758485,07/02/2024,2024,BA-1701223-2024,AMG USA TRAVEL PLAZAS LLC,,Gas Station-Retail - 815,WAM - Petroleum,Gas Station,Gas Pumps,Octane Sample,2,0,2,Confiscated,Complete Address,6000,SHORE PARKWAY,,,,BROOKLYN,NY,11234,Brooklyn,318,46,3397741,3085900700,BK99,40.59216921,-73.90814075
A0176238,INS-000758504,07/02/2024,2024,BA-1335976-2022,HYBRID AUTO REPAIR NY INC.,,Gas Station-Retail - 815,WAM - Petroleum,Gas Station,Gas Pumps,Octane Sample,2,0,2,Confiscated,Complete Address,11801,ROCKAWAY BLVD,,,,SOUTH OZONE PARK,NY,11420,Queens,410,28,4251967,4116620006,QN55,40.67630854,-73.82025687
A0176036,INS-000758139,07/01/2024,2024,BA-1554404-2022,SNE AUTO REPAIRS INC.,,Gas Station-Retail - 815,WAM - Petroleum,Gas Station,Gas Pumps,Octane Sample,3,0,2,Confiscated,Complete Address,1141,CASTLE HILL AVE,,,,BRONX,NY,10462,Bronx,209,18,2026474,2038100082,BX59,40.8308157,-73.85078591
A0175979,INS-000758007,07/01/2024,2024,BA-1701129-2024,1981 FUEL INC.,,Gas Station-Retail - 815,WAM - Petroleum,Gas Station,Gas Pumps,Octane Sample,3,0,2,Confiscated,Complete Address,1981,OCEAN AVE,,,,BROOKLYN,NY,11230,Brooklyn,314,48,3210659,3076740001,BK43,40.6139438,-73.95415625
A0184677,INS-000776376,08/23/2024,2024,BA-1237495-2022,CEBI MANAGEMENT INC,,Gas Station-Retail - 815,WAM - Petroleum,Gas Station,Gas Pumps,Octane Sample,2,0,2,Confiscated,Complete Address,2117,JACKSON AVE,,,,LONG ISLAND CITY,NY,11101,Queens,402,26,4000547,4000740001,QN31,40.74487238,-73.94805376
A0184898,INS-000776925,08/26/2024,2024,BA-1079172-2022,BOLLA OPERATING CORP.,KINGS ONE STOP MOBIL,Gas Station-Retail - 815,WAM - Petroleum,Gas Station,Gas Pumps,Octane Sample,3,0,2,Confiscated,Complete Address,2228,GERRITSEN AVE,,,,BROOKLYN,NY,11229,Brooklyn,315,46,3336727,3073700010,BK17,40.60119291,-73.9344417
A0184902,INS-000776933,08/26/2024,2024,BA-1462422-2022,MUKTI 77 PETROLEUM INC,,Gas Station-Retail - 815,WAM - Petroleum,Gas Station,Gas Pumps,Octane Sample,2,0,2,Confiscated,Complete Address,7740,HEWLETT ST,,,,NEW HYDE PARK,NY,11040,Queens,413,23,4174326,4085550060,QN44,40.75279646,-73.70217718
A0184503,INS-000776000,08/22/2024,2024,BA-1112639-2022,BOLLA OPERATING CORP.,,Gas Station-Retail - 815,WAM - Petroleum,Gas Station,Gas Pumps,Octane Sample,2,0,2,Confiscated,Complete Address,10003,N CONDUIT AVE,,,,OZONE PARK,NY,11417,Queens,410,32,4448914,4115620106,QN56,40.66706618,-73.83443374
A0184187,INS-000775367,08/21/2024,2024,BA-1512421-2022,SPEEDWAY LLC,SPEEDWAY#07806,Gas Station-Retail - 815,WAM - Petroleum,Gas Station,Gas Pumps,Octane Sample,2,0,2,Confiscated,Complete Address,8910,ASTORIA BLVD,,,,EAST ELMHURST,NY,11369,Queens,403,22,4032387,4013630005,QN28,40.76377946,-73.87989841
A0183714,INS-000774384,08/19/2024,2024,BA-1125780-2022,BET AUTO SERVICE CENTER INC,,Gas Station-Retail - 815,WAM - Petroleum,Gas Station,Gas Pumps,Octane Sample,2,0,2,Confiscated,Complete Address,23915,JAMAICA AVE,,,,BELLEROSE,NY,11426,Queens,413,23,4167846,4080010001,QN43,40.7232247,-73.7278304
A0183718,INS-000774392,08/19/2024,2024,BA-1089752-2022,AAA HORACE HARDING GAS INC,,Gas Station-Retail - 815,WAM - Petroleum,Gas Station,Gas Pumps,Octane Sample,2,0,2,Confiscated,Complete Address,18417,HORACE HARDING EXPY,,,,FLUSHING,NY,11365,Queens,411,20,4152749,4070670050,QN48,40.74030079,-73.78986186
A0183909,INS-000774776,08/20/2024,2024,BA-1204299-2022,FRANCIS LEWIS SERVICE STATION INC.,SHELL,Gas Station-Retail - 815,WAM - Petroleum,Gas Station,Gas Pumps,Octane Sample,2,0,2,Confiscated,Complete Address,20001,47TH AVE,,,,BAYSIDE,NY,11361,Queens,411,19,4125538,4055590075,QN46,40.75336189,-73.78039303
A0183452,INS-000773790,08/16/2024,2024,BA-1210036-2022,GALAXY STATION & MINIMART INC.,,Gas Station-Retail - 815,WAM - Petroleum,Gas Station,Gas Pumps,Octane Sample,2,0,2,Confiscated,Complete Address,8505,ASTORIA BLVD,,,,EAST ELMHURST,NY,11370,Queens,403,22,4024048,4010970001,QN28,40.76447247,-73.88388254
A0183282,INS-000773353,08/15/2024,2024,BA-1559740-2022,SPEEDWAY LLC,SPEEDWAY #07813,Gas Station-Retail - 815,WAM - Petroleum,Gas Station,Gas Pumps,Octane Sample,2,0,2,Confiscated,Complete Address,914,CONEY ISLAND AVE,,,,BROOKLYN,NY,11230,Brooklyn,314,40,3127752,3054180027,BK42,40.63508876,-73.96759512
A0183275,INS-000773336,08/15/2024,2024,BA-1706007-2024,SULTAN PETROLEUM CORP.,Sunoco,Gas Station-Retail - 815,WAM - Petroleum,Gas Station,Gas Pumps,Octane Sample,3,0,2,Confiscated,Complete Address,2489,CONEY ISLAND AVE,,,,BROOKLYN,NY,11223,Brooklyn,315,48,3200523,3073710001,BK25,40.59604203,-73.96101374
A0183077,INS-000772918,08/14/2024,2024,BA-1382956-2022,MUKTI 49 PETROLEUM INC.,BP,Gas Station-Retail - 815,WAM - Petroleum,Gas Station,Gas Pumps,Octane Sample,2,0,2,Confiscated,Complete Address,9949,HORACE HARDING EXPY,,,,CORONA,NY,11368,Queens,404,21,4047916,4019480027,QN25,40.73633669,-73.85756843
A0182757,INS-000772244,08/13/2024,2024,BA-1508600-2022,SALERNO SERVICE STATION INC,,Gas Station-Retail - 815,WAM - Petroleum,Gas Station,Gas Pumps,Octane Sample,3,0,2,Confiscated,Complete Address,451,LORIMER ST,,,,BROOKLYN,NY,11206,Brooklyn,301,34,3069513,3027850032,BK73,40.7105413,-73.94880192
A0182136,INS-000771029,08/08/2024,2024,BA-1561748-2022,"TOZANLI, INC.",,Gas Station-Retail - 815,WAM - Petroleum,Gas Station,Gas Pumps,Octane Sample,2,0,2,Confiscated,Complete Address,3031,CONEY ISLAND AVE,,,,BROOKLYN,NY,11235,Brooklyn,313,48,3247994,3088110004,BK19,40.58205965,-73.95993827
A0181988,INS-000770703,08/07/2024,2024,BA-1109452-2022,3N CONVENIENCE INC.,,Gas Station-Retail - 815,WAM - Petroleum,Gas Station,Gas Pumps,Octane Sample,3,0,2,Confiscated,Complete Address,950,ALLERTON AVE,,,,BRONX,NY,10469,Bronx,211,13,2051712,2044470062,BX31,40.8655004,-73.85937789
A0181908,INS-000770533,08/07/2024,2024,BA-1220225-2022,FLAT PETROLEUM INC,BP,Gas Station-Retail - 815,WAM - Petroleum,Gas Station,Gas Pumps,Octane Sample,2,0,2,Confiscated,Complete Address,10804,FLATLANDS AVE,,,,BROOKLYN,NY,11236,Brooklyn,318,46,3231519,3082350002,BK50,40.64901944,-73.89240802
A0181911,INS-000770538,08/07/2024,2024,BA-1103906-2022,A & S CAR CLEAN LLC,,Gas Station-Retail - 815,WAM - Petroleum,Gas Station,Gas Pumps,Octane Sample,2,0,2,Confiscated,Complete Address,98-21,ROCKAWAY BOULEVARD,,,,OZONE PARK,NY,11417,Queens,410,32,4191231,4091690032,QN56,40.68013188,-73.84065665
A0181590,INS-000769909,08/06/2024,2024,BA-1327254-2022,GRAND CENTRAL CAR CARE INC,,Gas Station-Retail - 815,WAM - Petroleum,Gas Station,,Octane Sample,2,0,2,Confiscated,Complete Address,11050,HORACE HARDING EXPY,,,,FOREST HILLS,NY,11375,Queens,406,24,4051517,4021620180,QN17,40.73836644,-73.84790766
A0181699,INS-000770112,08/06/2024,2024,BA-1294520-2022,HORACE GAS INC.,,Gas Station-Retail - 815,WAM - Petroleum,Gas Station,Gas Pumps,Octane Sample,2,0,2,Confiscated,Complete Address,11035,HORACE HARDING EXPY,,,,CORONA,NY,11368,Queens,404,21,4048472,4019700039,QN25,40.73854932,-73.84921714
A0181498,INS-000769744,08/05/2024,2024,BA-1110161-2022,"AAA QUEENS GAS, INC",,Gas Station-Retail - 815,WAM - Petroleum,Gas Station,Gas Pumps,Octane Sample,2,0,2,Confiscated,Complete Address,6011,QUEENS BLVD,,,,WOODSIDE,NY,11377,Queens,402,26,4031558,4013380001,QN63,40.74147917,-73.90417102
A0181458,INS-000769675,08/05/2024,2024,BA-1562541-2022,W STONE MART INC,FOOD MART,Gas Station-Retail - 815,WAM - Petroleum,Gas Station,Gas Pumps,Octane Sample,2,0,2,Confiscated,Complete Address,1504,149TH ST,,,,WHITESTONE,NY,11357,Queens,407,19,4105231,4046460014,QN49,40.78697089,-73.81621334
A0181359,INS-000769438,08/02/2024,2024,BA-1325204-2022,LOTUS THIRD AVE GAS CORP,BP,Gas Station-Retail - 815,WAM - Petroleum,Gas Station,Gas Pumps,Octane Sample,2,0,2,Confiscated,Complete Address,4643,3RD AVE,,,,BRONX,NY,10458,Bronx,206,15,2011403,2030400042,BX01,40.85712769,-73.8911134
A0181283,INS-000769319,08/02/2024,2024,BA-1565128-2022,WIXOM PETROLEUM INC,,Gas Station-Retail - 815,WAM - Petroleum,Gas Station,Gas Pumps,Octane Sample,2,0,2,Confiscated,Complete Address,15328,ROCKAWAY BLVD,,,,JAMAICA,NY,11434,Queens,412,28,4263196,4121350023,QN02,40.66975811,-73.78285643
A0181284,INS-000769321,08/02/2024,2024,BA-1455304-2022,"OMEGA ENERGY, INC",EMPOREUM,Gas Station-Retail - 815,WAM - Petroleum,Gas Station,Gas Pumps,Octane Sample,2,0,2,Confiscated,Complete Address,1302,65TH ST,,,,BROOKLYN,NY,11219,Brooklyn,310,43,3142277,3057540008,BK30,40.62575829,-74.00116719
A0181241,INS-000769265,08/02/2024,2024,BA-1106878-2022,7519 GAS CORP,,Gas Station-Retail - 815,WAM - Petroleum,Gas Station,Gas Pumps,Octane Sample,3,0,2,Confiscated,Complete Address,7519,18TH AVE,,,,BROOKLYN,NY,11214,Brooklyn,311,43,3329032,3062270001,BK28,40.61300593,-73.99635503
A0181248,INS-000769273,08/02/2024,2024,BA-1102679-2022,1249 GAS CORP.,,Gas Station-Retail - 815,WAM - Petroleum,Gas Station,Gas Pumps,Octane Sample,2,0,2,Confiscated,Complete Address,1249,SUTTER AVE,,STE,1,BROOKLYN,NY,11208,Brooklyn,305,42,3095405,3042490055,BK82,40.67277927,-73.87194025
A0181089,INS-000768945,08/01/2024,2024,BA-1101037-2022,BOLLA OPERATING CORP.,KINGS LINDE MOBIL,Gas Station-Retail - 815,WAM - Petroleum,Gas Station,Gas Pumps,Octane Sample,2,0,2,Confiscated,Complete Address,1935,LINDEN BLVD,,,,BROOKLYN,NY,11207,Brooklyn,305,42,3097294,3043220024,BK82,40.65848474,-73.89085375
A0181097,INS-000768965,08/01/2024,2024,BA-1436040-2022,MUKTI 166 PETROLEUM INC,,Gas Station-Retail - 815,WAM - Petroleum,Gas Station,Gas Pumps,Octane Sample,2,0,2,Confiscated,Complete Address,19629,HILLSIDE AVE,,,,HOLLIS,NY,11423,Queens,408,23,4223917,4105090265,QN06,40.71790183,-73.76621
A0180611,INS-000767964,07/30/2024,2024,BA-1107066-2022,BP PRODUCTS NORTH AMERICA INC,,Gas Station-Retail - 815,WAM - Petroleum,Gas Station,Gas Pumps,Octane Sample,2,0,2,Confiscated,Complete Address,824,ALLERTON AVE,,,,BRONX,NY,10467,Bronx,211,13,2051552,2044410034,BX07,40.86553105,-73.86202794
A0180789,INS-000768365,07/31/2024,2024,BA-1464325-2022,MUKTI 4711 PETROLEUM INC,,Gas Station-Retail - 815,WAM - Petroleum,Gas Station,Gas Pumps,Octane Sample,2,0,2,Confiscated,Complete Address,4711,3RD AVE,,,,BRONX,NY,10458,Bronx,206,15,2088341,2030410050,BX01,40.85914782,-73.89114262
A0180821,INS-000768432,07/31/2024,2024,BA-1080323-2022,BOLLA OPERATING CORP.,BOLLA 137-21 LIBERTY C-STORE,Gas Station-Retail - 815,WAM - Petroleum,Gas Station,Gas Pumps,Octane Sample,3,0,2,Confiscated,Complete Address,2960,86TH ST,,,,BROOKLYN,NY,11223,Brooklyn,313,47,3194296,3071670094,BK26,40.59029272,-73.97453707
A0180523,INS-000767795,07/30/2024,2024,BA-1095065-2022,BREWER BLVD INC,,Gas Station-Retail - 815,WAM - Petroleum,Gas Station,Gas Pumps,Octane Sample,2,0,2,Confiscated,Complete Address,14555,GUY R BREWER BLVD,,,,JAMAICA,NY,11434,Queens,413,31,4285493,4133130040,QN03,40.66448836,-73.76889156
A0180353,INS-000767448,07/29/2024,2024,BA-1015055-2022,A-2 SERVICE STATION INC,,Gas Station-Retail - 815,WAM - Petroleum,Gas Station,Gas Pumps,Octane Sample,2,0,2,Confiscated,Complete Address,786,BURKE AVENUE,,,,BRONX,NY,10467,Bronx,212,12,2055645,2045710028,,40.87137661,-73.86379838
A0180270,INS-000767281,07/29/2024,2024,BA-1704040-2024,MUKTI 222 PETROLEUM INC,,Gas Station-Retail - 815,WAM - Petroleum,Gas Station,Gas Pumps,Octane Sample,2,0,2,Confiscated,Complete Address,22233,BRADDOCK AVE,,,,QUEENS VILLAGE,NY,11428,Queens,413,23,4166861,4079670027,QN43,40.72867762,-73.73687509
A0180300,INS-000767346,07/29/2024,2024,BA-1463419-2022,MARCY AVENUE ISLAND CORP.,,Gas Station-Retail - 815,WAM - Petroleum,Gas Station,Gas Pumps,Octane Sample,2,0,2,Confiscated,Complete Address,1982,UTICA AVE,,,,BROOKLYN,NY,11234,Brooklyn,318,46,3218569,3078470044,BK58,40.62349286,-73.92737366
A0180303,INS-000767353,07/29/2024,2024,BA-1649138-2023,TEXSTAR SERVICE STATION INC.,TEXSTAR,Gas Station-Retail - 815,WAM - Petroleum,Gas Station,Gas Pumps,Octane Sample,1,0,2,Confiscated,Complete Address,240-08,BRADDOCK AVENUE,,,,BELLEROSE,NY,11426,Queens,413,23,4167868,4080020062,QN43,40.72645601,-73.7281347
A0179649,INS-000765293,07/24/2024,2024,BA-1703571-2024,163 MP PETROLEUM LLC,,Gas Station-Retail - 815,WAM - Petroleum,Gas Station,Gas Pumps,Octane Sample,2,0,2,Confiscated,Complete Address,481,E 163RD ST,,,,BRONX,NY,10451,Bronx,203,16,2115276,2023680002,BX35,40.82461404,-73.9104792
A0179594,INS-000765166,07/24/2024,2024,BA-1454982-2022,PENN GAS & LUBE INC,,Gas Station-Retail - 815,WAM - Petroleum,Gas Station,Gas Pumps,Octane Sample,2,0,2,Confiscated,Complete Address,1130,PENNSYLVANIA AVE,,,,BROOKLYN,NY,11207,Brooklyn,305,42,3327466,3044120029,BK82,40.65313651,-73.88657744
A0179290,INS-000764541,07/23/2024,2024,BA-1565167-2022,RIDGEWOOD GAS INC,,Gas Station-Retail - 815,WAM - Petroleum,Gas Station,Gas Pumps,Octane Sample,3,0,2,Confiscated,Complete Address,1884,FLUSHING AVE,,,,RIDGEWOOD,NY,11385,Queens,405,34,4437689,4033940033,QN20,40.71222037,-73.91888323
A0179284,INS-000764530,07/23/2024,2024,BA-1355003-2022,"H.M. SERVICE CENTER, INC.",,Gas Station-Retail - 815,WAM - Petroleum,Gas Station,Gas Pumps,Octane Sample,2,0,2,Confiscated,Complete Address,3642,21ST ST,,,,ASTORIA,NY,11106,Queens,401,26,4004272,4003490001,QN68,40.7593593,-73.93730732
A0178477,INS-000762933,07/17/2024,2024,BA-1556423-2022,"SUNRISE 28, INC.",,Gas Station-Retail - 815,WAM - Petroleum,Gas Station,Gas Pumps,Octane Sample,2,0,2,Confiscated,Complete Address,11402,VAN WYCK EXPY,,,,S OZONE PARK,NY,11420,Queens,410,28,4251939,4116610007,QN55,40.6825931,-73.80612793
A0179130,INS-000764251,07/22/2024,2024,BA-1462330-2022,"M.B.B. SERVICES, INC.",,Gas Station-Retail - 815,WAM - Petroleum,Gas Station,Gas Pumps,Octane Sample,3,0,2,Confiscated,Complete Address,1881,E TREMONT AVE,,,,BRONX,NY,10462,Bronx,211,13,2043235,2040410001,BX37,40.84113875,-73.86426145
A0179088,INS-000764162,07/22/2024,2024,BA-1543962-2022,SPEEDWAY LLC,SPEEDWAY #7878,Gas Station-Retail - 815,WAM - Petroleum,Gas Station,Gas Pumps,Octane Sample,2,0,2,Confiscated,Complete Address,15904,CROSSBAY BLVD,,,,HOWARD BEACH,NY,11414,Queens,410,32,4293390,4140130064,QN57,40.65887511,-73.83980276
A0179010,INS-000764037,07/19/2024,2024,BA-1684831-2024,Pinky Mart LLC,,Gas Station-Retail - 815,WAM - Petroleum,Gas Station,Gas Pumps,Octane Sample,2,0,2,Confiscated,Complete Address,688,E GUN HILL RD,,,,BRONX,NY,10467,Bronx,212,12,2117671,2046280025,BX44,40.87763599,-73.86741973
A0178779,INS-000763546,07/18/2024,2024,BA-1659713-2023,SPEEDWAY LLC,SPEEDWAY #7828,Gas Station-Retail - 815,WAM - Petroleum,Gas Station,Gas Pumps,Octane Sample,2,0,2,Confiscated,Complete Address,13415,CROSSBAY BLVD,,,,OZONE PARK,NY,11417,Queens,410,32,4248073,4114930079,QN56,40.67431643,-73.84319048
A0178783,INS-000763553,07/18/2024,2024,BA-1126201-2022,"1657 JEROME AVE. SERVICE STATION, INC.",SUNOCO,Gas Station-Retail - 815,WAM - Petroleum,Gas Station,Gas Pumps,Octane Sample,3,0,2,Confiscated,Complete Address,1657,JEROME AVE,,,,BRONX,NY,10453,Bronx,205,14,2008340,2028610001,BX36,40.84569322,-73.91379411
A0178783,INS-000763553,07/18/2024,2024,BA-1126201-2022,"1657 JEROME AVE. SERVICE STATION, INC.",SUNOCO,Gas Station-Retail - 815,WAM - Petroleum,Gas Station,Gas Pumps,Petrol Pump Blend,8,7,2,Confiscated,Complete Address,1657,JEROME AVE,,,,BRONX,NY,10453,Bronx,205,14,2008340,2028610001,BX36,40.84569322,-73.91379411
A0178678,INS-000763317,07/18/2024,2024,BA-1595077-2023,Cooper Gas & Lube LLC,,Gas Station-Retail - 815,WAM - Petroleum,Gas Station,Gas Pumps,Octane Sample,2,0,2,Confiscated,Complete Address,7338,COOPER AVE,,,,GLENDALE,NY,11385,Queens,405,32,4092644,4038110058,QN19,40.70565284,-73.87643965
A0178501,INS-000762974,07/17/2024,2024,BA-1466252-2022,MUKTI 74 PETROLEUM INC,,Gas Station-Retail - 815,WAM - Petroleum,Gas Station,Gas Pumps,Octane Sample,2,0,2,Confiscated,Complete Address,7401,GRAND AVE,,,,ELMHURST,NY,11373,Queens,405,30,4058132,4024920080,QN29,40.73011225,-73.88798707
A0198578,INS-000803317,11/13/2024,2024,BA-1714142-2024,MILTON AUTO REPAIR & SERVICE INC.,,Gas Station-Retail - 815,WAM - Petroleum,Gas Station,Gas Pumps,Octane Sample,2,0,2,Confiscated,Complete Address,6423,7TH AVE,,,,BROOKLYN,NY,11220,Brooklyn,310,38,3144173,3058210001,BK34,40.6343733,-74.01429993
A0198147,INS-000802516,11/08/2024,2024,BA-1319252-2022,JJ. Kang Enterprise Inc,,Gas Station-Retail - 815,WAM - Petroleum,Gas Station,Gas Pumps,Octane Sample,4,0,2,Confiscated,Complete Address,1188,METROPOLITAN AVE,,,,BROOKLYN,NY,11237,Brooklyn,301,34,3330352,3029450008,BK90,40.71432987,-73.92952198
A0197601,INS-000801498,11/06/2024,2024,BA-1101362-2022,AMNAS PETROLEUM INC,CITGO GAS STATION,Gas Station-Retail - 815,WAM - Petroleum,Gas Station,Gas Pumps,Octane Sample,3,0,2,Confiscated,Complete Address,2955,CROPSEY AVE,,,,BROOKLYN,NY,11214,Brooklyn,313,47,3188542,3069970325,BK21,40.58296062,-73.9863159
A0197629,INS-000801551,11/06/2024,2024,BA-1127285-2022,AMERICAN QUICK START AND GAS INC,,Gas Station-Retail - 815,WAM - Petroleum,Gas Station,Gas Pumps,Octane Sample,2,0,2,Confiscated,Complete Address,225,VAN BRUNT ST,,,,BROOKLYN,NY,11231,Brooklyn,306,38,3008306,3005180001,BK33,40.68081005,-74.00882605
A0197030,INS-000800349,10/31/2024,2024,BA-1617059-2023,JFK AP LLC,SUNOCO,Gas Station-Retail - 815,WAM - Petroleum,Gas Station,Gas Pumps,Octane Sample,4,0,2,Confiscated,Complete Address,1,JFK INTL AIRPORT BLVD,,,,JAMAICA,NY,11430,Queens,,,,,,,
A0197030,INS-000800349,10/31/2024,2024,BA-1617059-2023,JFK AP LLC,SUNOCO,Gas Station-Retail - 815,WAM - Petroleum,Gas Station,Gas Pumps,Petrol Pump Diesel,10,9,2,Confiscated,Complete Address,1,JFK INTL AIRPORT BLVD,,,,JAMAICA,NY,11430,Queens,,,,,,,
A0197039,INS-000800366,10/31/2024,2024,BA-1334441-2022,K.S. FUEL INC,,Gas Station-Retail - 815,WAM - Petroleum,Gas Station,Gas Pumps,Petrol Pump Single,2,1,2,Confiscated,Complete Address,1081,LEGGETT AVE,,,,BRONX,NY,10474,Bronx,202,17,2094342,2027360021,BX27,40.81227834,-73.89626961
A0197388,INS-000801136,11/04/2024,2024,BA-1540828-2022,ULTIMATE AUTO CARE OF 21ST STREET INC.,,Gas Station-Retail - 815,WAM - Petroleum,Gas Station,Gas Pumps,Octane Sample,1,0,2,Confiscated,Complete Address,3637,21ST ST,,,,ASTORIA,NY,11106,Queens,401,26,4004265,4003480001,QN68,40.75940044,-73.93723869
A0196413,INS-000799118,10/29/2024,2024,BA-1114511-2022,6743 GAS MART CORP.,AMOCO,Gas Station-Retail - 815,WAM - Petroleum,Gas Station,Gas Pumps,Octane Sample,2,0,2,Confiscated,Complete Address,6743,4TH AVE,,,,BROOKLYN,NY,11220,Brooklyn,310,47,3144700,3058550008,BK31,40.63593368,-74.02297266
A0196462,INS-000799221,10/29/2024,2024,BA-1367306-2022,"LIC STAR, INC.",,Gas Station-Retail - 815,WAM - Petroleum,Gas Station,Gas Pumps,Octane Sample,2,0,2,Confiscated,Complete Address,4715,11TH ST,,,,LONG IS CITY,NY,11101,Queens,402,26,4541711,4000570018,QN31,40.74463758,-73.95088691
A0196335,INS-000798979,10/29/2024,2024,BA-1443602-2022,PDR PETROLEUM INC,,Gas Station-Retail - 815,WAM - Petroleum,Gas Station,Gas Pumps,Octane Sample,3,0,2,Confiscated,Complete Address,2225,BATH AVE,,,,BROOKLYN,NY,11214,Brooklyn,311,43,3168045,3064160006,BK28,40.59798367,-73.99649988
A0195895,INS-000798043,10/25/2024,2024,BA-1203697-2022,GARDEN BAY INC.,AMERICAN,Gas Station-Retail - 815,WAM - Petroleum,Gas Station,Gas Pumps,Octane Sample,2,0,2,Confiscated,Complete Address,7619,21ST AVE,,,,EAST ELMHURST,NY,11370,Queens,401,22,4020781,4009450045,QN72,40.7705006,-73.89308544
A0196202,INS-000798725,10/28/2024,2024,BA-1622602-2023,FAAA LLC,,Gas Station-Retail - 815,WAM - Petroleum,Gas Station,Gas Pumps,Octane Sample,2,0,2,Confiscated,Complete Address,37,LAGUARDIA AIRPORT,,,,FLUSHING,NY,11369,Queens,480,21,4000000,4009260001,QN98,40.77442083,-73.87729411
A0196203,INS-000798728,10/28/2024,2024,BA-1421783-2022,"MCGUINESS & KENT SERVICE STATION, INC.",BP,Gas Station-Retail - 815,WAM - Petroleum,Gas Station,Gas Pumps,Octane Sample,2,0,2,Confiscated,Complete Address,256,MCGUINNESS BLVD,,,,BROOKLYN,NY,11222,Brooklyn,301,33,3064782,3025600001,BK76,40.73083728,-73.95163314
A0195964,INS-000798167,10/25/2024,2024,BA-1198849-2022,EFFICIENCY ENTERPRISES INC,Diesel Direct,Gas Station-Retail - 815,WAM - Petroleum,Gas Station,Gas Pumps,Octane Sample,2,0,2,Confiscated,Complete Address,1843,43RD ST,,,,ASTORIA,NY,11105,Queens,401,22,4015238,4007900015,QN72,40.77779603,-73.89599115
A0195594,INS-000797466,10/24/2024,2024,BA-1431712-2022,PPM WAHEGURU CORP.,GULF,Gas Station-Retail - 815,WAM - Petroleum,Gas Station,Gas Pumps,Octane Sample,2,0,2,Confiscated,Complete Address,21925,MERRICK BLVD,,,,LAURELTON,NY,11413,Queens,413,31,4279238,4129580114,QN66,40.67925148,-73.74999527
A0195434,INS-000797136,10/23/2024,2024,BA-1567092-2022,"SKS PETROLEUM, INC.",DELTA EXPRESS,Gas Station-Retail - 815,WAM - Petroleum,Gas Station,Gas Pumps,Octane Sample,1,0,2,Confiscated,Complete Address,1002,CLINTONVILLE ST,,,,WHITESTONE,NY,11357,Queens,407,19,4102636,4045150029,QN49,40.79280637,-73.81290716
A0195339,INS-000796940,10/23/2024,2024,BA-1558537-2022,WHITESTONE ENTERPRISES 1 INC,,Gas Station-Retail - 815,WAM - Petroleum,Gas Station,Gas Pumps,Octane Sample,2,0,2,Confiscated,Complete Address,11701,SPRINGFIELD BLVD,,,,CAMBRIA HEIGHTS,NY,11411,Queens,413,27,4274304,4127340008,QN33,40.69609316,-73.74362117
A0195312,INS-000796878,10/23/2024,2024,BA-1681946-2023,2061 FUEL STOP INC.,,Gas Station-Retail - 815,WAM - Petroleum,Gas Station,Gas Pumps,Octane Sample,3,0,2,Confiscated,Complete Address,2061,BATH AVE,,,,BROOKLYN,NY,11214,Brooklyn,311,43,3167907,3064110001,BK27,40.60034425,-73.99992798
A0195066,INS-000796342,10/22/2024,2024,BA-1310858-2022,"HORIZON GAS, INC.",,Gas Station-Retail - 815,WAM - Petroleum,Gas Station,Gas Pumps,Octane Sample,2,0,2,Confiscated,Complete Address,13015,14TH AVE,,,,COLLEGE POINT,NY,11356,Queens,407,19,4097254,4040100001,QN49,40.78600412,-73.83773466
